Update Date and Time (ISO),Update Duration (ms),Reading Date and Time (ISO),Air pressure (mb),Air temperature (C),Tide height (m),Wind direction (deg),Wind gust speed (kn),Wind speed (kn),True air temperature (C),True tide height (m),Independent tide height prediction (m),Independent tide height deviation (m),Dependent tide height prediction (m),Dependent tide height deviation (m),Independent air temperature prediction (C),Independent air temperature deviation (C),Dependent air temperature prediction (C),Dependent air temperature deviation (C)
2007-05-29T22:45:00,0,2007-05-29T22:45:00,1011,10.8,4.4,243,9.3,8.8,10.83,4.38,4.3937,0.017957,4.404,0.016893,10.6623,0.14017,10.6634,0.13925
2007-05-29T22:50:00,0,2007-05-29T22:50:00,1011,10.5,4.4,237,8.4,7.8,10.5,4.38,4.3901,0.021332,4.4083,0.019462,10.6221,0.16081,10.627,0.15939
2007-05-29T22:55:00,0,2007-05-29T22:55:00,1011,10.8,4.4,238,9.3,7.6,10.75,4.38,4.3921,0.017028,4.4031,0.016145,10.612,0.13433,10.6159,0.13351
2007-05-29T23:00:00,0,2007-05-29T23:00:00,,,,,,,11.08,4.36,4.3866,0.020305,4.3992,0.018707,10.5765,0.15421,10.5804,0.15296
2007-05-29T23:05:00,0,2007-05-29T23:05:00,1011,10.6,4.4,243,9.5,8,10.17,4.35,4.3883,0.018815,4.3953,0.017656,10.5597,0.1461,10.5645,0.1451
2007-05-29T23:10:00,0,2007-05-29T23:10:00,1011,10.6,4.4,244,8.9,7.7,10.58,4.35,4.3827,0.022288,4.3885,0.020237,10.5269,0.16681,10.5319,0.16533
2007-05-29T23:15:00,0,2007-05-29T23:15:00,1010,10.2,4.3,245,8.4,7.5,10.17,4.33,4.3858,0.021193,4.3871,0.019347,10.5183,0.16024,10.521,0.15892
2007-05-29T23:20:00,0,2007-05-29T23:20:00,1010,10.8,4.3,250,8.6,7.8,10.75,4.33,4.3339,0.016983,4.338,0.016054,10.4982,0.13369,10.4994,0.13294
2007-05-29T23:25:00,0,2007-05-29T23:25:00,1010,10.8,4.3,250,8,7.8,10.83,4.33,4.3246,0.020264,4.3232,0.018585,10.4722,0.15308,10.4754,0.15191
2007-05-29T23:30:00,0,2007-05-29T23:30:00,,,,,,,10.63,4.33,4.3074,0.020137,4.2976,0.018375,10.5415,0.15137,10.5419,0.15022
2007-05-29T23:35:00,0,2007-05-29T23:35:00,1010,10.5,4.3,244,6.8,6.3,10.67,4.33,4.2986,0.024066,4.2768,0.021175,10.5254,0.17345,10.526,0.17177
2007-05-29T23:40:00,0,2007-05-29T23:40:00,1010,10.7,4.3,237,6.6,5.4,10.67,4.33,4.2942,0.017894,4.2792,0.016726,10.5568,0.13925,10.5562,0.1384
2007-05-29T23:45:00,0,2007-05-29T23:45:00,1010,9.8,4.3,238,4.5,3.9,9.83,4.32,4.2875,0.021232,4.2735,0.019229,10.5443,0.15909,10.5417,0.15781
2007-05-29T23:50:00,0,2007-05-29T23:50:00,1010,9.9,4.3,233,4.5,3.4,9.92,4.31,4.2905,0.016976,4.2814,0.016002,10.1952,0.13328,10.1955,0.13252
2007-05-29T23:55:00,0,2007-05-29T23:55:00,,,,,,,9.92,4.31,4.2857,0.020241,4.2751,0.018465,10.139,0.15273,10.1391,0.15155
2007-05-30T00:00:00,0,2007-05-30T00:00:00,1010,10.3,4.3,242,2.5,2.9,9.5,4.31,4.2807,0.024064,4.2741,0.021172,10.0819,0.17477,10.0827,0.17306
2007-05-30T00:05:00,0,2007-05-30T00:05:00,1010,10,4.3,227,0.6,0.7,10,4.31,4.2849,0.022227,4.2829,0.019895,10.1004,0.16556,10.0938,0.16413
2007-05-30T00:10:00,0,2007-05-30T00:10:00,,,,,,,9.73,4.31,4.2866,0.021142,4.2869,0.019041,10.017,0.1594,10.0131,0.1581
2007-05-30T00:15:00,0,2007-05-30T00:15:00,,,,,,,9.33,4.29,4.2819,0.024957,4.2863,0.021986,9.9613,0.1816,9.9568,0.17978
2007-05-30T00:30:00,0,2007-05-30T00:30:00,,,,,,,8.92,4.25,4.2581,0.038644,4.2713,0.034485,9.7889,0.25795,9.7823,0.25431
2007-05-30T00:45:00,0,2007-05-30T00:45:00,,,,,,,10.17,4.2,4.2127,0.054119,4.2314,0.04966,9.6151,0.34215,9.6096,0.3362
2007-05-30T01:00:00,0,2007-05-30T01:00:00,,,,,,,11,4.12,4.1397,0.070135,4.1617,0.065988,9.4493,0.42886,9.4488,0.42021
2007-05-30T01:15:00,0,2007-05-30T01:15:00,,,,,,,11.42,4.01,4.0353,0.085952,4.059,0.082467,9.2989,0.51501,9.3071,0.50337
2007-05-30T01:30:00,0,2007-05-30T01:30:00,,,,,,,11.36,3.87,3.8928,0.1011,3.9168,0.098414,9.1685,0.59876,9.1881,0.58394
2007-05-30T01:45:00,0,2007-05-30T01:45:00,,,,,,,12,3.67,3.7063,0.11518,3.7288,0.11329,9.0615,0.679,9.0935,0.66091
2007-05-30T02:00:00,0,2007-05-30T02:00:00,,,,,,,11.92,3.42,3.474,0.12789,3.4949,0.12673,8.9793,0.75509,9.0222,0.73371
2007-05-30T02:15:00,0,2007-05-30T02:15:00,,,,,,,11.92,3.12,3.1984,0.13908,3.2212,0.13856,8.9207,0.82671,8.971,0.80207
2007-05-30T02:30:00,0,2007-05-30T02:30:00,,,,,,,12.08,2.8,2.8885,0.1487,2.9177,0.1487,8.8875,0.89372,8.9404,0.86587
2007-05-30T02:45:00,0,2007-05-30T02:45:00,,,,,,,12.42,2.47,2.5625,0.15679,2.6005,0.15719,8.8897,0.95614,8.9395,0.92512
2007-05-30T03:00:00,0,2007-05-30T03:00:00,,,,,,,11.83,2.16,2.2468,0.16347,2.2925,0.16417,8.9437,1.0141,8.985,0.97993
2007-05-30T03:15:00,0,2007-05-30T03:15:00,,,,,,,11.83,1.89,1.9667,0.16891,2.0147,0.16983,9.0672,1.0677,9.0955,1.0305
2007-05-30T03:30:00,0,2007-05-30T03:30:00,,,,,,,12.17,1.67,1.7382,0.17328,1.7838,0.17433,9.2699,1.1172,9.2834,1.0769
2007-05-30T03:45:00,0,2007-05-30T03:45:00,,,,,,,12.58,1.52,1.5734,0.17676,1.6157,0.17786,9.5489,1.1629,9.5489,1.1195
2007-05-30T04:00:00,0,2007-05-30T04:00:00,,,,,,,12.25,1.47,1.4816,0.17952,1.5217,0.18061,9.8898,1.2049,9.8809,1.1585
2007-05-30T04:15:00,0,2007-05-30T04:15:00,,,,,,,11.42,1.46,1.4653,0.18172,1.5016,0.18276,10.272,1.2436,10.2618,1.194
2007-05-30T04:30:00,0,2007-05-30T04:30:00,,,,,,,10.96,1.52,1.5164,0.18352,1.5441,0.18447,10.6747,1.2791,10.6723,1.2265
2007-05-30T04:45:00,0,2007-05-30T04:45:00,,,,,,,11.92,1.66,1.6194,0.18503,1.6356,0.18586,11.0831,1.3116,11.0976,1.256
2007-05-30T05:00:00,0,2007-05-30T05:00:00,,,,,,,10.42,1.81,1.7538,0.18628,1.7601,0.18699,11.4923,1.3415,11.5312,1.2829
2007-05-30T05:15:00,0,2007-05-30T05:15:00,,,,,,,11.25,1.98,1.8963,0.18729,1.8967,0.18789,11.907,1.3691,11.975,1.3074
2007-05-30T05:30:00,0,2007-05-30T05:30:00,,,,,,,12.38,2.12,2.026,0.18813,2.0242,0.18863,12.3389,1.3945,12.4375,1.3299
2007-05-30T05:45:00,0,2007-05-30T05:45:00,,,,,,,11.92,2.24,2.1298,0.1888,2.1287,0.18922,12.7969,1.4184,12.9248,1.3508
2007-05-30T06:00:00,0,2007-05-30T06:00:00,,,,,,,12.17,2.31,2.2043,0.18932,2.2058,0.18967,13.2771,1.4412,13.4306,1.3707
2007-05-30T06:10:00,0,2007-05-30T06:10:00,,,,,,,12.25,2.33,2.2406,0.1896,2.2525,0.10443,13.6001,1.4559,13.4235,1.3387
2007-05-30T06:15:00,0,2007-05-30T06:15:00,1005,12.3,2.4,131,21,20,12.64,2.35,2.2553,0.18972,2.2923,0.083335,13.7465,1.4633,13.4971,1.322
2007-05-30T06:20:00,0,2007-05-30T06:20:00,1005,13.3,2.4,139,22.2,19.8,12.92,2.37,2.4101,0.030566,2.4011,0.029359,12.4939,0.26082,12.5001,0.25961
2007-05-30T06:25:00,0,2007-05-30T06:25:00,1004,13.3,2.4,135,22.5,20.5,13.25,2.39,2.4103,0.018647,2.4117,0.018416,13.1445,0.15584,13.147,0.1554
2007-05-30T06:30:00,0,2007-05-30T06:30:00,1004,12.7,2.4,142,22.3,20.3,12.67,2.41,2.4199,0.022264,2.4293,0.021124,13.3044,0.17254,13.3044,0.17149
2007-05-30T06:35:00,0,2007-05-30T06:35:00,,,,,,,12.42,2.43,2.4201,0.022087,2.4275,0.020023,13.2527,0.16527,13.2503,0.1639
2007-05-30T06:40:00,0,2007-05-30T06:40:00,1004,12.6,2.4,139,21.8,21.5,12.25,2.45,2.4145,0.020142,2.417,0.018364,13.1029,0.15485,13.1045,0.15363
2007-05-30T06:45:00,0,2007-05-30T06:45:00,1004,12.4,2.5,132,22.7,21.3,12.42,2.45,2.4182,0.024402,2.4292,0.020809,13.1818,0.18078,13.1824,0.17865
2007-05-30T06:50:00,0,2007-05-30T06:50:00,1004,12,2.5,132,21.8,21.6,12,2.47,2.4603,0.02268,2.46,0.01954,12.9629,0.17309,12.9642,0.17111
2007-05-30T06:55:00,0,2007-05-30T06:55:00,1004,12.6,2.5,137,22.7,15.5,12.58,2.49,2.4912,0.017497,2.4852,0.016059,12.6398,0.14091,12.6433,0.13984
2007-05-30T07:00:00,0,2007-05-30T07:00:00,1004,12.1,2.5,137,24.7,21.7,12.08,2.51,2.5027,0.017068,2.4934,0.015895,12.4752,0.13846,12.4803,0.13748
2007-05-30T07:05:00,0,2007-05-30T07:05:00,,,,,,,12.17,2.52,2.5154,0.020226,2.508,0.018248,12.4368,0.16042,12.4412,0.15887
2007-05-30T07:10:00,0,2007-05-30T07:10:00,1004,12.7,2.5,137,22.7,22.1,12.42,2.52,2.5282,0.023855,2.5227,0.020863,12.3971,0.18494,12.403,0.1827
2007-05-30T07:15:00,0,2007-05-30T07:15:00,1004,12.6,2.5,133,22,21.4,13,2.54,2.5284,0.021908,2.5238,0.019625,12.4709,0.17286,12.4741,0.17109
2007-05-30T07:20:00,0,2007-05-30T07:20:00,1004,13,2.5,131,22.9,21.4,13,2.54,2.5286,0.020753,2.5291,0.018851,12.4873,0.16484,12.4912,0.16333
2007-05-30T07:25:00,0,2007-05-30T07:25:00,1004,13,2.6,132,23.5,21.1,13,2.55,2.5506,0.016675,2.5489,0.015753,12.7301,0.13596,12.7311,0.13514
2007-05-30T07:30:00,0,2007-05-30T07:30:00,1004,13.1,2.6,137,22,21.3,13.08,2.56,2.5643,0.019674,2.5573,0.01811,12.7348,0.15606,12.7377,0.15479
2007-05-30T07:35:00,0,2007-05-30T07:35:00,,,,,,,13.58,2.56,2.5915,0.019476,2.5839,0.017841,12.8464,0.15392,12.8486,0.15266
2007-05-30T07:40:00,0,2007-05-30T07:40:00,1004,12.8,2.6,131,22.2,20.6,13,2.56,2.6071,0.023017,2.5999,0.020547,12.8586,0.17681,12.8632,0.17499
2007-05-30T07:45:00,0,2007-05-30T07:45:00,1004,12.9,2.6,136,21,20.1,12.92,2.56,2.6201,0.02149,2.6207,0.019358,12.8476,0.16751,12.8543,0.16594
2007-05-30T07:50:00,0,2007-05-30T07:50:00,1003,12.8,2.6,135,21.4,20.1,12.83,2.58,2.6288,0.020547,2.6288,0.018636,12.8704,0.16133,12.8758,0.15989
2007-05-30T07:55:00,0,2007-05-30T07:55:00,,,,,,,12.58,2.6,2.635,0.019977,2.6419,0.018132,12.8554,0.15727,12.8509,0.15587
2007-05-30T08:00:00,0,2007-05-30T08:00:00,1003,12.7,2.6,140,23.1,21.5,12.83,2.62,2.6519,0.023492,2.6645,0.020844,12.8593,0.18016,12.8559,0.17814
2007-05-30T08:05:00,0,2007-05-30T08:05:00,,,,,,,12.83,2.64,2.6479,0.021718,2.6767,0.01951,12.806,0.16924,12.8008,0.16753
2007-05-30T08:10:00,0,2007-05-30T08:10:00,1003,12.4,2.7,135,22.5,19.3,12.67,2.67,2.667,0.025344,2.7122,0.02204,12.8063,0.1928,12.7913,0.19036
2007-05-30T08:15:00,0,2007-05-30T08:15:00,1003,12.7,2.7,133,23.3,20.4,12.67,2.71,2.7046,0.022503,2.7381,0.020135,12.6455,0.17596,12.6325,0.17407
2007-05-30T08:20:00,0,2007-05-30T08:20:00,1003,12.3,2.8,134,20.8,20,12.33,2.76,2.7539,0.01719,2.7726,0.016176,12.5506,0.13975,12.5444,0.13878
2007-05-30T08:25:00,0,2007-05-30T08:25:00,,,,,,,12.25,2.8,2.7901,0.020131,2.8097,0.018459,12.5328,0.15939,12.5226,0.15786
2007-05-30T08:30:00,0,2007-05-30T08:30:00,1003,12.2,2.9,132,21.2,19.6,12.67,2.87,2.8287,0.023607,2.86,0.020951,12.5222,0.1818,12.4997,0.17956
2007-05-30T08:35:00,0,2007-05-30T08:35:00,1003,12.5,2.9,135,23.5,20.2,12.5,2.93,2.9015,0.017615,2.9176,0.016515,12.4282,0.14215,12.4101,0.14107
2007-05-30T08:40:00,0,2007-05-30T08:40:00,1003,12.1,3,138,22.7,22.1,12.08,2.99,2.9529,0.020701,2.9707,0.018842,12.4214,0.16222,12.3951,0.16054
2007-05-30T08:45:00,0,2007-05-30T08:45:00,1003,12.2,3.1,144,22.9,22,12.17,3.08,3.0236,0.020109,3.0378,0.018319,12.3198,0.15749,12.2945,0.15588
2007-05-30T08:50:00,0,2007-05-30T08:50:00,1003,12.3,3.2,146,23.5,22.3,12.25,3.15,3.1374,0.016589,3.1419,0.015572,12.284,0.1329,12.2645,0.1319
2007-05-30T08:55:00,0,2007-05-30T08:55:00,,,,,,,11.83,3.22,3.2078,0.019731,3.2088,0.017973,12.2835,0.15298,12.2569,0.15138
2007-05-30T09:00:00,0,2007-05-30T09:00:00,1003,12.3,3.3,148,22,19.7,12,3.3,3.2803,0.02341,3.2799,0.0206,12.2891,0.17586,12.2587,0.17349
2007-05-30T09:05:00,0,2007-05-30T09:05:00,1002,12.3,3.4,146,24.3,19.4,12.25,3.38,3.3634,0.021806,3.3501,0.019499,12.3042,0.16701,12.2788,0.16498
2007-05-30T09:10:00,0,2007-05-30T09:10:00,1002,12.2,3.5,144,22.3,20.2,12.17,3.47,3.4697,0.017139,3.454,0.016048,12.2878,0.13692,12.275,0.13579
2007-05-30T09:15:00,0,2007-05-30T09:15:00,1002,12.3,3.5,149,22,18.8,12.33,3.54,3.5519,0.020267,3.5356,0.018454,12.3088,0.15711,12.2955,0.15537
2007-05-30T09:20:00,0,2007-05-30T09:20:00,,,,,,,12.33,3.62,3.6194,0.019946,3.6004,0.018188,12.3311,0.15457,12.3211,0.15286
2007-05-30T09:25:00,0,2007-05-30T09:25:00,1002,12.3,3.7,142,19.2,18,12.33,3.7,3.6996,0.023621,3.6753,0.02084,12.3619,0.17739,12.3499,0.17492
2007-05-30T09:30:00,0,2007-05-30T09:30:00,1002,12.3,3.8,140,21.4,19.5,12.33,3.77,3.7863,0.017679,3.7681,0.01654,12.3503,0.14095,12.346,0.13974
2007-05-30T09:35:00,0,2007-05-30T09:35:00,1002,12.4,3.9,137,19,18.7,12.42,3.85,3.865,0.020853,3.8389,0.018922,12.3792,0.16134,12.3749,0.1595
2007-05-30T09:40:00,0,2007-05-30T09:40:00,,,,,,,12.33,3.93,3.9544,0.020225,3.9358,0.018395,12.416,0.15715,12.4102,0.15541
2007-05-30T09:45:00,0,2007-05-30T09:45:00,1002,12.7,4,138,19.6,18.5,12.67,3.99,4.0293,0.023869,4.0038,0.02098,12.4486,0.17991,12.4395,0.17739
2007-05-30T09:50:00,0,2007-05-30T09:50:00,,,,,,,12.75,4.05,4.0873,0.021996,4.0724,0.019652,12.5721,0.169,12.5626,0.16691
2007-05-30T09:55:00,0,2007-05-30T09:55:00,1002,12.7,4.1,139,21,18.5,12.5,4.09,4.1519,0.025799,4.1297,0.022248,12.6112,0.19246,12.5998,0.18952
2007-05-30T10:00:00,0,2007-05-30T10:00:00,,,,,,,12.75,4.15,4.186,0.02292,4.1686,0.020298,12.6875,0.17571,12.6796,0.17348
2007-05-30T10:05:00,0,2007-05-30T10:05:00,1002,12.3,4.2,140,20.2,18.8,12.67,4.19,4.2206,0.01998,4.2124,0.018319,12.5727,0.15806,12.5708,0.15651
2007-05-30T10:10:00,0,2007-05-30T10:10:00,,,,,,,12.75,4.24,4.2637,0.023256,4.2548,0.020645,12.597,0.17876,12.5981,0.17649
2007-05-30T10:15:00,0,2007-05-30T10:15:00,,,,,,,12.58,4.28,4.3016,0.026999,4.2977,0.023053,12.6192,0.20181,12.6264,0.19865
2007-05-30T10:30:00,0,2007-05-30T10:30:00,,,,,,,12.83,4.34,4.3823,0.040238,4.379,0.034749,12.6869,0.28087,12.7172,0.27471
2007-05-30T10:45:00,0,2007-05-30T10:45:00,,,,,,,13.17,4.36,4.4184,0.054974,4.4162,0.048975,12.7524,0.36831,12.8212,0.35838
2007-05-30T11:00:00,0,2007-05-30T11:00:00,,,,,,,12.83,4.35,4.4141,0.070166,4.4185,0.064418,12.8203,0.45868,12.9411,0.44441
2007-05-30T11:05:00,0,2007-05-30T11:05:00,1001,13.1,4.4,165,16.9,14.9,13.08,4.35,4.4008,0.027859,4.402,0.027555,13.0437,0.22955,13.0732,0.22785
2007-05-30T11:10:00,0,2007-05-30T11:10:00,1001,13.3,4.3,168,19.2,16.2,13.33,4.33,4.3441,0.021232,4.3463,0.021199,13.1844,0.17833,13.2065,0.1775
2007-05-30T11:15:00,0,2007-05-30T11:15:00,1001,13.3,4.3,170,19.6,15.1,13.33,4.31,4.3259,0.023431,4.3316,0.022485,13.2307,0.19259,13.2785,0.19117
2007-05-30T11:20:00,0,2007-05-30T11:20:00,,,,,,,13.42,4.29,4.2955,0.021035,4.3054,0.019782,13.3048,0.17011,13.3556,0.16866
2007-05-30T11:25:00,0,2007-05-30T11:25:00,1001,13.6,4.3,170,16.3,14.5,13.75,4.28,4.2747,0.024455,4.2875,0.022636,13.3559,0.18953,13.4246,0.18734
2007-05-30T11:30:00,0,2007-05-30T11:30:00,1001,13.6,4.3,177,17.7,13.7,13.63,4.27,4.278,0.017876,4.2832,0.017169,13.5326,0.14361,13.5735,0.14255
2007-05-30T11:35:00,0,2007-05-30T11:35:00,1001,13.8,4.3,182,15.4,14.5,13.75,4.25,4.2622,0.021169,4.2707,0.019731,13.6001,0.1631,13.6553,0.16136
2007-05-30T11:40:00,0,2007-05-30T11:40:00,,,,,,,13.75,4.25,4.2623,0.020621,4.2712,0.018949,13.734,0.15816,13.7835,0.15643
2007-05-30T11:45:00,0,2007-05-30T11:45:00,1001,13.8,4.3,182,21.8,14.1,13.67,4.25,4.2517,0.024509,4.2652,0.021775,13.8119,0.1813,13.8733,0.17879
2007-05-30T11:50:00,0,2007-05-30T11:50:00,,,,,,,13.83,4.23,4.2654,0.02249,4.2765,0.020073,13.8874,0.17022,13.9394,0.16813
2007-05-30T11:55:00,0,2007-05-30T11:55:00,1001,14.2,4.2,186,20,15.8,14.08,4.23,4.2347,0.019808,4.2494,0.018222,14.0509,0.15557,14.0916,0.15408
2007-05-30T12:00:00,0,2007-05-30T12:00:00,1001,14.3,4.2,189,21,15.9,14.25,4.23,4.228,0.023165,4.2433,0.020543,14.141,0.17685,14.1914,0.17469
2007-05-30T12:05:00,0,2007-05-30T12:05:00,1001,14.3,4.2,190,21,15.1,14.25,4.23,4.207,0.017446,4.2135,0.016344,14.2917,0.14006,14.3188,0.13899
2007-05-30T12:10:00,0,2007-05-30T12:10:00,,,,,,,14.17,4.25,4.2005,0.020508,4.2017,0.01863,14.3869,0.15954,14.4162,0.15792
2007-05-30T12:15:00,0,2007-05-30T12:15:00,1001,14.7,4.3,192,17.3,14.7,14.42,4.25,4.1947,0.024132,4.1965,0.021171,14.482,0.18161,14.5112,0.17932
2007-05-30T12:20:00,0,2007-05-30T12:20:00,1001,14.4,4.3,200,21.8,18,14.67,4.25,4.2373,0.022115,4.2341,0.019764,14.653,0.16922,14.6699,0.16738
2007-05-30T12:25:00,0,2007-05-30T12:25:00,1001,14.3,4.3,203,22.7,16.3,14.33,4.25,4.264,0.021013,4.2501,0.018964,14.6635,0.16138,14.672,0.15978
2007-05-30T12:30:00,0,2007-05-30T12:30:00,1001,14.6,4.3,201,18.5,16,14.58,4.27,4.282,0.020425,4.2661,0.018522,14.6306,0.15643,14.634,0.15494
2007-05-30T12:35:00,0,2007-05-30T12:35:00,1001,14.6,4.3,208,18.8,15.6,14.58,4.27,4.2938,0.020134,4.2814,0.018294,14.6832,0.15338,14.6798,0.15195
2007-05-30T12:40:00,0,2007-05-30T12:40:00,,,,,,,14.58,4.27,4.3,0.020014,4.2911,0.018186,14.7115,0.15159,14.7028,0.15018
2007-05-30T12:45:00,0,2007-05-30T12:45:00,1001,14.7,4.3,214,19.4,17.4,14.83,4.27,4.3029,0.02389,4.2986,0.020963,14.755,0.17375,14.7375,0.17172
2007-05-30T12:50:00,0,2007-05-30T12:50:00,1001,14.9,4.3,218,20.6,16.4,14.92,4.27,4.302,0.022187,4.2984,0.019802,14.7738,0.16517,14.752,0.16344
2007-05-30T12:55:00,0,2007-05-30T12:55:00,,,,,,,14.67,4.25,4.2988,0.021167,4.3005,0.019072,14.8421,0.15937,14.815,0.1578
2007-05-30T13:00:00,0,2007-05-30T13:00:00,1001,14.8,4.2,235,18.8,16.5,14.83,4.23,4.2551,0.019231,4.2629,0.017778,14.8449,0.14897,14.8202,0.14776
2007-05-30T13:05:00,0,2007-05-30T13:05:00,,,,,,,14.67,4.22,4.2405,0.022663,4.2488,0.020303,14.8588,0.16947,14.8263,0.1677
2007-05-30T13:10:00,0,2007-05-30T13:10:00,1001,14.8,4.2,235,14.6,14.1,15,4.2,4.2127,0.019909,4.2215,0.018602,14.842,0.15455,14.8158,0.15331
2007-05-30T13:15:00,0,2007-05-30T13:15:00,1001,14.9,4.2,233,16.7,13.9,15.08,4.18,4.1902,0.023296,4.1994,0.020841,14.8392,0.17486,14.8002,0.17303
2007-05-30T13:20:00,0,2007-05-30T13:20:00,1001,14.7,4.2,247,21.2,15.2,14.67,4.16,4.1687,0.021586,4.1781,0.019503,14.8522,0.16436,14.8165,0.16278
2007-05-30T13:25:00,0,2007-05-30T13:25:00,1001,14.7,4.1,253,22.7,15.8,14.67,4.14,4.1354,0.017035,4.1407,0.016038,14.7656,0.13494,14.7441,0.13405
2007-05-30T13:30:00,0,2007-05-30T13:30:00,1001,14.3,4.1,254,19.6,17.1,14.25,4.1,4.1017,0.020257,4.099,0.018507,14.7398,0.15393,14.7165,0.15254
2007-05-30T13:35:00,0,2007-05-30T13:35:00,,,,,,,14.25,4.06,4.0633,0.020086,4.0639,0.018308,14.5818,0.15167,14.5673,0.15028
2007-05-30T13:40:00,0,2007-05-30T13:40:00,1002,14.2,4,256,19,14.4,14.25,4.03,4.0131,0.018749,4.0109,0.017397,14.4322,0.14438,14.4246,0.14323
2007-05-30T13:45:00,0,2007-05-30T13:45:00,1002,14.3,4,253,20.6,16.8,14.25,3.99,3.9659,0.022365,3.9696,0.019987,14.3713,0.16492,14.3666,0.16321
2007-05-30T13:50:00,0,2007-05-30T13:50:00,1002,14.5,3.9,254,17.1,15.8,14.5,3.93,3.9191,0.017393,3.9193,0.0163,14.3463,0.13572,14.3453,0.13476
2007-05-30T13:55:00,0,2007-05-30T13:55:00,1002,14.3,3.9,247,14.8,14.1,14.33,3.88,3.8628,0.020717,3.8551,0.018783,14.2944,0.15527,14.2921,0.15381
2007-05-30T14:00:00,0,2007-05-30T14:00:00,1002,14.7,3.8,246,16.3,13.2,14.67,3.8,3.8093,0.016872,3.801,0.015876,14.3631,0.13174,14.3605,0.13084
2007-05-30T14:05:00,0,2007-05-30T14:05:00,,,,,,,14.42,3.73,3.7463,0.020264,3.7261,0.018417,14.3324,0.15129,14.3322,0.14989
2007-05-30T14:10:00,0,2007-05-30T14:10:00,,,,,,,14.25,3.65,3.6764,0.024267,3.6395,0.021147,14.3045,0.17345,14.3026,0.17141
2007-05-30T14:15:00,0,2007-05-30T14:15:00,1002,14.1,3.6,238,12.4,12.6,13.83,3.57,3.6027,0.028763,3.5516,0.024235,14.278,0.1976,14.2766,0.19484
2007-05-30T14:20:00,0,2007-05-30T14:20:00,1002,14.8,3.5,236,12.2,10.5,14.75,3.47,3.5126,0.018925,3.4896,0.017821,14.3785,0.14709,14.3775,0.14601
2007-05-30T14:25:00,0,2007-05-30T14:25:00,1002,14.8,3.4,230,13.8,12,14.75,3.37,3.4276,0.022297,3.3849,0.020143,14.3733,0.1667,14.3782,0.16508
2007-05-30T14:30:00,0,2007-05-30T14:30:00,,,,,,,15.58,3.26,3.3215,0.021222,3.2803,0.019197,14.5062,0.15938,14.511,0.15791
2007-05-30T14:35:00,0,2007-05-30T14:35:00,1002,15.9,3.2,223,19,16.1,15.83,3.16,3.2243,0.025225,3.1687,0.021968,14.5174,0.18097,14.5324,0.17888
2007-05-30T14:40:00,0,2007-05-30T14:40:00,1002,15.9,3.1,225,24.7,17.9,15.92,3.05,3.1111,0.022949,3.0759,0.020412,15.0343,0.16851,15.0433,0.16681
2007-05-30T14:45:00,0,2007-05-30T14:45:00,1002,16.6,2.9,230,18.7,16.9,16.58,2.93,2.9676,0.017604,2.9559,0.016461,15.7192,0.1367,15.7196,0.13578
2007-05-30T14:50:00,0,2007-05-30T14:50:00,1002,17.6,2.8,229,22.9,16.2,17.58,2.81,2.857,0.021059,2.848,0.019021,15.8481,0.15584,15.8538,0.15442
2007-05-30T14:55:00,0,2007-05-30T14:55:00,,,,,,,17.75,2.7,2.7221,0.020747,2.7263,0.018678,16.4906,0.15288,16.493,0.15149
2007-05-30T15:00:00,0,2007-05-30T15:00:00,1002,17.8,2.6,235,22.2,18.7,18,2.58,2.6058,0.024946,2.628,0.021533,16.6579,0.17479,16.6674,0.17277
2007-05-30T15:05:00,0,2007-05-30T15:05:00,1002,17.7,2.5,234,20.8,21.1,17.67,2.46,2.4884,0.02295,2.5147,0.0202,17.2126,0.16553,17.2195,0.16382
2007-05-30T15:10:00,0,2007-05-30T15:10:00,1002,18.4,2.4,236,19.4,19.7,18.42,2.35,2.387,0.017646,2.4096,0.016405,17.7849,0.13589,17.7881,0.13495
2007-05-30T15:15:00,0,2007-05-30T15:15:00,1002,18,2.3,229,21.8,18.8,18,2.25,2.2787,0.021177,2.3087,0.018989,17.997,0.15538,18.0033,0.15393
2007-05-30T15:20:00,0,2007-05-30T15:20:00,1002,18.2,2.1,237,21.4,21,18.17,2.14,2.1823,0.020829,2.2106,0.018672,18.1892,0.15283,18.2002,0.15141
2007-05-30T15:25:00,0,2007-05-30T15:25:00,1002,18,2,234,25.6,18.9,18,2.03,2.0346,0.017015,2.0573,0.015878,18.2716,0.13076,18.2847,0.12986
2007-05-30T15:30:00,0,2007-05-30T15:30:00,,,,,,,17.92,1.94,1.9317,0.020598,1.9647,0.018511,18.409,0.1504,18.4269,0.14899
2007-05-30T15:35:00,0,2007-05-30T15:35:00,1002,17.9,1.9,239,21.2,20.9,18.08,1.85,1.834,0.024821,1.8786,0.021365,18.5258,0.17264,18.5471,0.17061
2007-05-30T15:40:00,0,2007-05-30T15:40:00,1002,18.1,1.8,230,21,18.3,18.08,1.77,1.774,0.022893,1.8061,0.020119,18.4045,0.16457,18.4274,0.16285
2007-05-30T15:45:00,0,2007-05-30T15:45:00,1002,18.1,1.7,236,24.1,21.7,18.08,1.7,1.7048,0.021748,1.7213,0.019358,18.36,0.15901,18.3833,0.15745
2007-05-30T15:50:00,0,2007-05-30T15:50:00,,,,,,,18,1.63,1.6315,0.021104,1.6514,0.018901,18.304,0.15524,18.327,0.15378
